ID,frameNumber,Goal,distanceToGoal,Height,angleToGoal,shotType,numDefenders,underPressure
76561198994386260,5685,0,4491.650783916012,1430.8699951171875,45.160410291380586,"['dribble', 'aerial']",1,0
76561198994386260,5733,0,1401.6528351571071,634.7999877929688,43.48959385853992,['aerial'],0,0
76561198994386260,6699,0,3740.1394937002715,1560.2900390625,46.97634301138346,['aerial'],2,1
76561198061585314,6750,1,2078.9001051445503,313.32000732421875,59.71435393956753,['open play'],0,0
76561198305338233,7062,0,5226.802488715859,93.37999725341797,79.35121310565815,['pass'],1,0
76561198305338233,7524,0,2150.0744203325976,103.80000305175781,14.992465214780623,['dribble'],1,1
76561198305338233,7526,1,2103.837315642039,108.02999877929688,14.379894696638763,['open play'],0,0
76561198305338233,8214,0,4657.557093993963,1457.27001953125,30.84814998900933,"['dribble', 'aerial']",0,
76561198807532049,8494,0,2583.9101795760644,734.719970703125,51.17065392004647,['aerial'],0,0
76561198293785594,8597,0,5214.57983941885,143.82000732421875,69.19651136002693,['pass'],2,1
76561198873686308,9092,0,4514.052194819494,788.5999755859375,35.80269724734662,"['dribble', 'aerial']",0,1
76561198305338233,9220,1,2396.016618131196,383.260009765625,65.09661053703927,['pass'],0,0
76561198994386260,9633,0,5010.545901125305,96.27999877929688,54.495208546799134,['pass'],3,1
76561198061585314,9808,0,2681.8153401676623,141.7100067138672,36.08052459492175,['open play'],1,0
76561198245238200,313,0,5640.876420673169,1321.3900146484375,42.86558609674332,"['dribble', 'aerial']",0,0
76561198381037239,1849,0,3115.4268623339817,160.9600067138672,43.76374484920284,['open play'],0,
76561198289610054,4164,1,1952.5127447878526,132.22000122070312,8.670681757742058,['dribble'],0,1
76561198381037239,4560,0,4369.500978960416,137.67999267578125,37.18314289639267,['open play'],3,1
76561198289610054,4970,0,1228.0624532321544,1089.3599853515625,30.29124081515006,"['dribble', 'aerial']",2,0
76561198164765910,6405,0,2878.858266994778,850.7999877929688,15.638329970916283,['aerial'],0,0
76561198327846028,7122,0,5318.479493785384,1451.31005859375,32.52211567607059,['aerial'],1,1
76561198381037239,7376,0,6836.902245348863,1670.5,51.201797720742896,"['pass', 'aerial']",2,0
76561198323843523,7683,0,4770.343792113414,833.3599853515625,48.388313024643836,"['dribble', 'aerial']",2,1
76561198164765910,8017,0,5018.202350545024,697.510009765625,51.59361506323783,['aerial'],0,0
76561198289610054,8389,0,8860.937714947207,122.22000122070312,41.99417368293376,['pass'],1,0
76561198245238200,9081,0,3129.692440214617,611.8499755859375,56.17440669470191,['aerial'],1,0
76561198381037239,1607,0,5644.842815345526,1246.7099609375,59.8596530938682,['aerial'],1,0
76561198381037239,2015,0,812.3416451511548,983.9299926757812,30.466429922076607,"['dribble', 'aerial']",1,0
76561198381037239,2830,0,4378.5095931898695,648.4199829101562,65.1759755780332,['aerial'],0,0
76561198289610054,4247,0,7253.069482890327,248.67999267578125,61.4914772688876,['open play'],0,1
76561198381037239,5731,0,2121.382682113794,817.3300170898438,57.39381804406413,"['pass', 'aerial']",2,0
76561198381037239,6759,0,3246.048117602063,178.35000610351562,57.22006827680081,['pass'],0,1
76561198381037239,6919,0,4089.9716712310214,619.4199829101562,38.19195612799891,"['pass', 'aerial']",1,0
76561198381037239,6957,0,1925.7939103212166,722.9099731445312,35.473015550021046,"['dribble', 'aerial']",1,0
76561198164765910,7353,0,3504.760838575622,672.6300048828125,37.1295799738861,['aerial'],2,0
76561198381037239,7873,0,3290.036982206607,664.760009765625,18.859946443643867,"['dribble', 'aerial']",2,1
76561198164765910,8072,0,2206.065709953031,1517.5400390625,63.33950038289236,"['dribble', 'aerial']",1,1
76561198381037239,8523,0,2199.401675578906,498.0899963378906,64.98909612263277,"['pass', 'aerial']",0,
76561198349297431,11269,0,1185.6041385459628,709.0900268554688,36.99493692457853,"['dribble', 'aerial']",0,1
76561198164765910,11523,0,2755.369052549683,208.72000122070312,52.21057058824479,['pass'],2,1
76561198289610054,13089,0,4574.127601392671,804.1500244140625,51.34864510380113,['aerial'],1,0
76561198381037239,14167,0,3255.3308873828228,682.5,61.670720174506414,['aerial'],0,0
76561198097285289,14608,0,6038.32201606966,693.9500122070312,40.09922886492513,['aerial'],1,0
76561198284393407,14766,0,621.8924732025521,1340.8399658203125,43.383923326874054,"['dribble', 'aerial']",0,0
76561198349297431,14964,0,2762.7262217327334,276.3599853515625,38.68192792655245,['open play'],0,0
76561198097285289,17696,0,5975.446580044995,97.80999755859375,73.46033225765649,['open play'],0,0
76561198284393407,18313,0,1593.0997138167756,365.94000244140625,21.15113446497571,['pass'],2,1
76561198164765910,18853,0,1210.0396814824753,780.6699829101562,26.705937409671407,"['pass', 'aerial']",2,1
76561198381037239,19743,0,3102.462404636489,734.1900024414062,46.59359858752178,"['dribble', 'aerial']",2,1
76561198097285289,20214,0,1984.2610473516668,317.8900146484375,49.913438631121224,['open play'],0,1
76561198284393407,22138,0,7001.636240239663,1105.0400390625,60.24206414882916,"['pass', 'aerial']",1,1
76561198097285289,23419,0,6210.497318781326,477.32000732421875,68.16328818224721,"['pass', 'aerial']",2,1
76561198164765910,24882,0,1621.2866039528706,502.010009765625,22.55549837754286,['aerial'],1,1
76561198289610054,25547,0,1111.5944227922403,235.80999755859375,17.469541692718995,['dribble'],0,0
76561198284393407,25938,0,4875.91731582124,480.8500061035156,40.272614525348594,['aerial'],1,1
76561198349297431,27830,0,436.31942226207707,358.79998779296875,17.854142579978312,['pass'],1,1
76561198381037239,28471,1,2155.073268117035,537.530029296875,48.02170126036647,['aerial'],1,0
76561199023677910,486,0,8736.37757694421,232.5500030517578,40.813960299662234,['open play'],0,
76561199023677910,1319,1,2650.031447825566,128.10000610351562,15.659697176004498,['pass'],1,0
76561198799226283,1734,0,5569.442239543617,943.6699829101562,59.50256594731951,['aerial'],0,0
76561199023677910,1886,0,2675.339966384257,908.4500122070312,48.98874778376725,"['dribble', 'aerial']",1,1
76561198245238200,2253,0,4986.664466512356,230.1999969482422,40.95378275633814,['open play'],1,0
76561198799226283,2473,0,2562.322021503418,248.8000030517578,48.58058091559821,['open play'],0,0
76561198799226283,2505,1,327.37462096795565,93.97000122070312,5.716485216053414,['open play'],0,0
76561198245238200,3134,0,3722.0821222676946,279.010009765625,70.17307698689666,['pass'],0,0
76561198245238200,3619,0,2992.884934946235,1223.800048828125,44.67711726179901,"['dribble', 'aerial']",0,0
76561198327846028,3649,1,2959.081574842649,111.06999969482422,58.90360015091327,['open play'],0,0
76561198799226283,5175,0,2807.653269027553,931.6799926757812,67.27009366333877,['aerial'],0,0
76561198799226283,5848,0,2535.5866895087547,93.73999786376953,41.84813502960405,['open play'],1,0
76561199023677910,6419,1,4887.954699106627,155.89999389648438,40.25023030726465,['open play'],0,1
76561198799226283,6762,0,5366.060114023606,96.81999969482422,79.77542714303307,['open play'],1,0
76561198323843523,6853,0,3992.4960671755834,1112.75,74.30376469240939,"['dribble', 'aerial']",0,0
76561199023677910,7785,1,809.2111793882142,580.8300170898438,33.13145479597119,['aerial'],1,1
76561198327846028,8173,1,4393.37483039126,519.4400024414062,48.678766859133475,['aerial'],0,0
76561198245238200,8693,0,4717.271541224957,330.17999267578125,55.34825880560516,['open play'],0,1
76561198245238200,9401,0,2874.274304650545,938.8699951171875,64.09453651918797,"['pass', 'aerial']",0,1
76561198323843523,9473,1,1978.8927902373907,437.989990234375,44.82954595868446,['aerial'],1,0
76561198421981724,10791,0,2544.746241007461,957.6599731445312,23.241803371046547,"['dribble', 'aerial']",1,1
76561198245238200,11197,0,2092.666998630184,179.02999877929688,43.52730759446484,['pass'],1,0
76561198305338233,425,0,4140.260659739213,341.5899963378906,72.42709756132845,['pass'],0,0
76561198305338233,446,0,2614.3662527234187,244.5399932861328,62.750390034713455,['dribble'],1,0
76561198061585314,901,0,4390.587221174323,94.06999969482422,45.409714308264284,['open play'],0,1
76561198873686308,2485,0,1996.2580801920456,858.6500244140625,44.675134568527966,"['pass', 'aerial']",1,0
76561198873686308,2511,0,927.31553711407,692.6300048828125,39.10132508996873,"['dribble', 'aerial']",0,1
76561198305338233,5848,0,2058.2497231592624,479.489990234375,23.42944830521536,['aerial'],0,0
76561198061585314,6571,0,2153.624534696957,837.5399780273438,40.49999437028828,['aerial'],0,1
76561198807532049,6748,0,5973.597710291982,1463.6800537109375,51.180413770907975,"['dribble', 'aerial']",1,0
76561198807532049,6819,1,692.2035904993859,192.72999572753906,21.885734601430677,['open play'],1,0
76561198994386260,7561,0,4574.990798848202,1079.77001953125,47.91602832029343,"['dribble', 'aerial']",3,0
76561198061585314,7738,0,3265.9772132485095,641.8900146484375,38.61922746711724,['aerial'],3,1
76561198994386260,7814,1,1205.6215875490366,539.1199951171875,28.83234440497384,['aerial'],2,1
76561198994386260,9349,0,4029.9226628363954,431.0400085449219,59.174376237501214,"['pass', 'aerial']",1,0
76561198873686308,9828,0,482.67931509260586,692.3800048828125,18.742711950674003,"['pass', 'aerial']",1,1
76561198873686308,10143,1,1725.6203733021582,304.45001220703125,9.556120308850668,['pass'],1,1
76561198994386260,902,0,5130.258895872003,932.5399780273438,45.71487365442111,"['pass', 'aerial']",3,1
76561198061585314,1533,0,2405.301632328233,394.7200012207031,49.14507677322742,['pass'],1,1
76561198446567626,2031,0,4253.222224442281,682.72998046875,71.42744665722098,['aerial'],0,0
76561198061585314,2259,1,6762.132932637864,362.3399963378906,69.72306996042938,['pass'],1,0
76561198293785594,3149,0,5163.9414114483425,1366.52001953125,31.227304323503237,['aerial'],0,1
76561198446567626,3811,1,3562.777673363356,610.5499877929688,71.52724047891532,"['pass', 'aerial']",0,0
76561198293785594,4137,0,5697.937327485846,93.69999694824219,78.76080852397101,['open play'],0,0
76561198994793330,4274,1,3706.454392002594,1076.260009765625,45.16709218876082,"['pass', 'aerial']",0,1
76561198994386260,4649,0,5465.089888041707,98.08000183105469,57.03219564132095,['pass'],0,0
76561198994386260,4728,1,2143.701444450434,466.7099914550781,28.396958674786283,"['dribble', 'aerial']",1,1
76561198994386260,5650,0,3561.8570064994497,160.25999450683594,53.52234000816539,['open play'],2,1
76561198994386260,6457,0,3644.9507685196763,165.1699981689453,63.48747262854409,['pass'],0,0
76561198994793330,7112,0,3275.229276489931,1174.31005859375,50.048040285877875,"['dribble', 'aerial']",1,1
76561198174027955,7288,0,3382.0695473800984,198.32000732421875,56.06417903889825,['open play'],0,0
76561198994386260,10372,0,1222.402423097456,356.7699890136719,20.77035773134764,['pass'],3,1
76561198061585314,10426,1,1290.271776745134,595.1400146484375,31.432079880554628,"['pass', 'aerial']",0,1
76561198097285289,525,0,1252.3608681508683,707.8099975585938,29.19287509881026,"['pass', 'aerial']",0,
76561198284393407,1533,0,1960.4339429686634,160.25,57.30533100710865,['dribble'],0,0
76561198289610054,1745,0,8065.25613719428,464.9100036621094,43.8710775460327,['aerial'],2,1
76561198289610054,2443,0,4352.6555369942225,1043.219970703125,56.412447379284295,"['dribble', 'aerial']",0,0
76561198349297431,2925,0,1934.4347347926905,648.010009765625,34.242794391542056,['aerial'],0,1
76561198289610054,3044,0,4860.182097127008,269.1199951171875,56.70674473224089,['open play'],2,1
76561198289610054,3079,1,2412.0883695274865,110.37999725341797,46.60717841722745,['dribble'],0,
76561198349297431,3812,1,2496.1736310662213,681.8699951171875,47.133772866051395,"['pass', 'aerial']",0,1
76561198164765910,4292,1,1705.204614549759,318.4100036621094,56.8006316019511,['pass'],0,1
76561198164765910,5053,0,2562.4455225507218,551.3800048828125,34.195150923209454,"['pass', 'aerial']",2,1
76561198164765910,5077,0,1573.6314973763244,540.5,35.26216187153651,"['dribble', 'aerial']",0,0
76561198289610054,6890,0,4455.952809150911,679.0800170898438,14.597908365365464,"['dribble', 'aerial']",0,1
76561198284393407,7939,0,4679.718634509014,231.27000427246094,39.70359113042098,['pass'],0,1
76561198349297431,8803,0,3241.651713515837,686.9099731445312,68.43444809144276,"['pass', 'aerial']",0,0
76561198381037239,9373,0,2634.338624911091,183.91000366210938,26.721804606006273,['open play'],2,0
76561198381037239,9639,0,4162.2514583808315,1027.199951171875,59.37489111661099,['aerial'],1,1
76561198289610054,10358,0,7333.060695381874,290.1099853515625,44.50010922388508,['pass'],2,0
76561198381037239,421,0,3796.416418171087,203.86000061035156,59.683496342506935,['open play'],0,0
76561199023677910,1777,0,4476.5110321312595,1157.2099609375,59.62697583045162,"['dribble', 'aerial']",0,0
76561198381037239,2306,0,3618.3203130791253,1154.0400390625,50.794980447063764,['aerial'],2,0
76561198381037239,2317,0,2949.17281607345,1131.9000244140625,49.41423009365742,"['dribble', 'aerial']",0,
76561199023677910,3277,0,2272.681015962473,524.5499877929688,47.196663531378654,"['pass', 'aerial']",2,1
76561198799226283,3728,0,2899.9533746351112,183.3300018310547,60.929297092349195,['pass'],0,0
76561198164765910,5275,0,4712.18154757628,101.4000015258789,31.528072002084933,['dribble'],2,0
76561198381037239,5573,0,5011.817221089749,1490.3800048828125,45.14844675413686,['aerial'],1,0
76561198381037239,6211,0,5243.665547056311,749.530029296875,26.477920043721934,"['pass', 'aerial']",0,
76561198799226283,7835,0,3886.774970660425,1178.4000244140625,59.796232408342426,"['dribble', 'aerial']",0,0
76561198799226283,7854,0,2758.99321458654,1256.4300537109375,60.763783546216246,['aerial'],1,1
76561199023677910,7917,0,1615.6641933300277,249.32000732421875,41.06676897356675,['pass'],1,0
76561198289610054,8550,0,3503.9567231247684,168.32000732421875,42.03131057325168,['open play'],3,1
76561198289610054,8731,0,3496.3748686513486,587.8800048828125,22.580627614004264,"['dribble', 'aerial']",1,1
76561198289610054,9024,0,4100.311427633163,169.22000122070312,50.42858437547584,['dribble'],1,0
76561198421981724,1117,0,3055.5881829182294,809.3300170898438,66.4270019717714,"['pass', 'aerial']",1,0
76561198323843523,3145,0,3193.678424922694,117.5999984741211,31.126636900857772,['dribble'],1,0
76561198323843523,3160,0,2466.5610704713663,95.91000366210938,22.750967864474585,['open play'],1,1
76561198245238200,3969,1,269.1098996050336,435.70001220703125,16.039443013429562,"['pass', 'aerial']",0,0
76561199023677910,4340,0,5309.504827004045,852.9000244140625,55.64102852843147,"['dribble', 'aerial']",0,0
76561199023677910,4369,0,3401.884598118378,1050.1700439453125,51.756528577319415,['aerial'],1,0
76561199023677910,5903,0,4283.9439700924895,213.6699981689453,62.893312803902155,['dribble'],1,0
76561198323843523,6678,0,2600.977966566117,365.2799987792969,46.03748086064113,['open play'],1,1
76561198799226283,7343,0,1193.8253039267177,97.91999816894531,27.791030836977157,['pass'],2,1
76561198799226283,7358,1,276.11573265619586,107.12000274658203,7.437970348797478,['open play'],1,0
76561198799226283,7945,0,4761.192949020605,156.4199981689453,34.874076428779354,['open play'],1,0
76561198799226283,8797,0,3996.8894320265745,346.0799865722656,27.943611365710183,['dribble'],1,0
76561199023677910,9288,0,1622.4158756549589,219.24000549316406,15.433432811476203,['pass'],0,0
76561198799226283,9292,1,1421.1130039979844,216.52999877929688,8.67438487473664,['pass'],0,0
76561199084821927,383,0,2205.0173115063053,1088.8900146484375,40.51663268555371,['aerial'],0,1
76561198323843523,2429,1,1570.3887116979427,121.88999938964844,30.748249809716665,['pass'],0,1
76561198245238200,3085,1,3905.803947587518,105.44000244140625,48.003260320544406,['pass'],1,1
76561198323843523,3128,0,145.82903875080055,354.70001220703125,12.427631227271702,['pass'],0,0
76561198327846028,3525,0,4559.271149401326,1114.3699951171875,53.30557915829739,['aerial'],1,0
76561198323843523,3658,0,1036.7472262129738,926.4400024414062,49.1699161545243,"['dribble', 'aerial']",1,1
76561198327846028,4021,0,2330.5164931432464,281.8299865722656,35.626077906255965,['pass'],0,0
76561198245238200,4112,0,671.7130459078636,890.3200073242188,37.264161541197986,"['dribble', 'aerial']",0,1
76561198245238200,4140,0,943.3797313381458,674.010009765625,37.86312667165802,['aerial'],0,
76561198245238200,4153,1,1031.9135537423274,556.1699829101562,28.539484325965766,['aerial'],1,0
76561199084821927,4684,0,3378.8977476422474,654.2999877929688,70.32423421028952,"['pass', 'aerial']",0,
76561198996913568,5626,0,3248.19685724413,343.9800109863281,51.311178532727865,['open play'],1,0
76561198996913568,6534,1,2793.0552801665444,143.08999633789062,23.73717760222789,['open play'],0,1
76561198996913568,6818,0,5200.712908140018,93.7300033569336,80.01800208478163,['dribble'],0,0
76561199084821927,7947,0,6004.193849235026,294.8999938964844,55.79080315349832,['pass'],1,0
76561198969736671,8357,1,1221.3410381511387,999.1799926757812,46.57271998797922,['aerial'],1,1
76561198969736671,9185,0,3497.3917971255073,694.72998046875,56.48558536424159,['aerial'],1,1
76561198969736671,9206,0,2447.3860627937784,112.43000030517578,46.06926334931209,['dribble'],0,1
76561198245238200,9300,1,8419.931399219086,213.1300048828125,36.19030004211756,['open play'],0,0
76561198327846028,9792,0,981.1022445016979,1125.02001953125,49.553525853636074,"['pass', 'aerial']",0,0
76561198446567626,1454,0,3902.893947411563,265.0299987792969,38.46592404523674,['dribble'],2,1
76561198994793330,1541,1,1757.7127740529065,91.83000183105469,5.663631353308623,['open play'],1,1
76561198421981724,1855,0,8582.507231335023,314.6099853515625,33.378655813064604,['open play'],1,0
76561198446567626,2019,0,7999.557861148758,308.1499938964844,39.168938352553106,['dribble'],2,0
76561198799226283,2204,1,1391.0569326589236,821.3900146484375,45.86438351148446,"['dribble', 'aerial']",0,1
76561198446567626,2586,0,8664.132214578633,302.8999938964844,27.089904471140507,['pass'],0,1
76561198421981724,2622,0,5758.897184325369,237.52000427246094,60.15953483606975,['open play'],3,1
76561198446567626,3757,0,4395.495962601058,1204.469970703125,42.02976502096276,"['dribble', 'aerial']",1,0
76561198446567626,4270,0,9003.074189594929,1296.0400390625,31.525786328184754,"['dribble', 'aerial']",0,1
76561198421981724,4900,0,3609.6241612942254,149.07000732421875,8.733981416511302,['dribble'],0,1
76561198446567626,5773,0,4998.233463357522,404.010009765625,74.73748287243926,"['dribble', 'aerial']",0,
76561198799226283,6462,1,3625.440708390564,241.52000427246094,32.03897590057034,['dribble'],1,1
76561198174027955,6927,0,2843.804358077625,845.75,51.41932752241399,['aerial'],0,0
76561198446567626,7477,0,3362.3382584788337,803.6300048828125,36.347331341133724,['aerial'],1,0
76561198174027955,7670,0,2765.9004963171296,547.9199829101562,58.92845079147213,"['pass', 'aerial']",0,1
76561198799226283,7973,0,5929.417123329083,418.2099914550781,35.312938862436056,['aerial'],3,0
76561198799226283,9392,0,2522.504043212586,121.83000183105469,34.88799170524783,['open play'],1,1
76561198410931886,178,0,5219.779203689481,90.66999816894531,80.02849273547113,['open play'],0,0
76561198164765910,1706,1,1177.2199413325886,669.9500122070312,35.272886160953334,"['dribble', 'aerial']",1,1
76561198289610054,2174,0,3502.6804190373723,354.7300109863281,20.91609170522847,['open play'],1,0
76561198164765910,2842,0,2620.679048135574,561.5999755859375,50.957289862732,"['pass', 'aerial']",0,0
76561198289610054,3584,0,3917.044913047469,842.6500244140625,70.57802237395043,['aerial'],0,0
76561198289610054,3857,0,3400.768319885112,1317.260009765625,70.21740113185298,"['pass', 'aerial']",0,0
76561198289610054,4279,0,2424.928830331096,585.239990234375,67.96816194970997,['aerial'],0,0
76561198381037239,5196,0,4125.220262588307,812.27001953125,35.47774685876583,"['pass', 'aerial']",0,
76561198052159821,6719,0,1485.2137048609018,737.77001953125,36.74707191092066,"['pass', 'aerial']",0,1
76561198410931886,7132,0,6401.243348813053,352.6300048828125,41.641277012779334,['open play'],1,1
76561198410931886,8173,1,5612.652532743535,1247.3599853515625,36.17149464699589,['aerial'],0,0
76561198410931886,8548,0,7290.172211250826,729.8699951171875,45.49516575496344,['aerial'],1,0
76561198368482029,440,0,5659.0949599572095,918.2000122070312,56.08128591449168,['aerial'],0,0
76561198368482029,445,0,5272.172505864814,819.030029296875,54.927231924580546,"['dribble', 'aerial']",0,0
76561198799189161,590,0,2620.96408007084,278.9100036621094,37.88384203191941,['pass'],3,0
76561198398125000,933,0,5159.631899453455,806.989990234375,77.36864002984802,"['dribble', 'aerial']",1,1
76561198258466111,1381,0,4317.109138038978,202.6699981689453,35.222444049132065,['open play'],1,0
76561198212117519,2701,0,2806.34139311081,92.8499984741211,28.740014341616508,['dribble'],1,0
76561198212117519,2706,0,2584.053056150169,97.58999633789062,26.116604983852525,['open play'],1,0
76561198212117519,2708,0,2540.3468851998405,96.58999633789062,25.869736244273803,['open play'],0,0
76561198258466111,2777,0,664.7155724174685,97.55000305175781,18.17751678401346,['open play'],1,0
76561198258466111,2779,1,609.8568726420201,134.8000030517578,15.004812526143064,['open play'],0,0
76561198960239428,3472,0,3161.1360127435937,423.3699951171875,21.379581398776356,"['pass', 'aerial']",0,
76561198960239428,3544,0,267.4983056997683,373.69000244140625,14.331721413550447,['dribble'],0,0
76561198368482029,5919,0,1368.8563687807296,93.25,22.79299174618982,['open play'],0,0
76561198258466111,7050,1,1111.5516939479087,441.4599914550781,31.67306472361855,"['pass', 'aerial']",0,1
76561198398125000,7552,0,3505.353893445463,709.72998046875,54.009036139441406,['aerial'],1,0
76561198799189161,7641,1,738.3630378185298,486.1600036621094,28.105063545258187,"['pass', 'aerial']",0,0
76561198212117519,7978,0,3184.025112239236,236.61000061035156,60.90315851815599,['dribble'],0,0
76561198799189161,9798,1,1448.023390831163,360.260009765625,19.68429390980819,['open play'],1,0
76561198799189161,10707,0,3959.5993559615417,487.7699890136719,72.07334357155618,['aerial'],0,0
76561198799189161,11959,1,5273.740652784656,1104.239990234375,79.22351050616874,"['dribble', 'aerial']",0,0
76561198301234310,1532,0,7725.733772202464,827.5999755859375,34.13064515017468,"['dribble', 'aerial']",1,1
76561198866065551,3055,0,4737.090072829068,141.94000244140625,41.58965947676759,['open play'],3,0
76561198807532049,3223,0,4088.5169246176374,654.8400268554688,59.63209125086278,['aerial'],0,0
76561198807532049,3811,0,3367.325866513983,826.8400268554688,30.23661309936068,['aerial'],0,1
76561198807532049,3846,0,2285.2372996865797,753.9299926757812,27.58692752266548,"['dribble', 'aerial']",0,1
76561198873686308,4029,0,1770.9912082891904,1166.81005859375,38.68807763634657,"['dribble', 'aerial']",0,0
76561198305338233,4081,0,1571.4897561155697,115.43000030517578,39.23864764759972,['pass'],1,0
76561198804681575,4785,0,4419.830761084127,1183.3499755859375,53.35223933559849,['aerial'],0,0
